,TARGET(PRICE_IN_LACS)
2134,45.0
2135,15.0
2136,84.7
2137,83.0
2138,55.0
2139,41.0
2140,52.5
2141,52.0
2142,130.0
2143,40.0
2144,160.0
2145,57.5
2146,12.5
2147,36.4
2148,42.0
2149,65.0
2150,90.0
2151,11.2
2152,52.0
2153,120.0
2154,80.0
2155,41.0
2156,82.8
2157,260.0
2158,87.0
2159,9320.0
2160,83.2
2161,40.0
2162,64.3
2163,18.0
2164,72.0
2165,27.0
2166,58.0
2167,46.7
2168,120.0
2169,120.0
2170,65.0
2171,59.2
2172,240.0
2173,51.0
2174,240.0
2175,60.3
2176,53.4
2177,22.0
2178,53.0
2179,16.6
2180,35.0
2181,30.0
2182,82.0
2183,63.0
2184,25.0
2185,49.5
2186,44.3
2187,32.7
2188,130.0
2189,240.0
2190,420.0
2191,100.0
2192,220.0
2193,56.5
2194,78.0
2195,33.0
2196,210.0
2197,100.0
2198,31.0
2199,51.0
2200,160.0
2201,65.0
2202,42.0
2203,36.5
2204,44.4
2205,80.0
2206,100.0
2207,79.5
2208,48.0
2209,30.0
2210,91.5
2211,200.0
2212,60.0
2213,56.0
2214,55.4
2215,200.0
2216,63.0
2217,98.0
2218,42.1
2219,54.0
2220,95.0
2221,60.0
2222,100.0
2223,49.5
2224,83.0
2225,50.0
2226,40.0
2227,250.0
2228,40.0
2229,97.5
2230,270.0
2231,190.0
2232,37.0
2233,58.0
2234,97.0
2235,160.0
2236,92.0
2237,98.9
2238,31.0
2239,210.0
2240,40.0
2241,22.0
2242,65.0
2243,25.0
2244,76.0
2245,35.0
2246,65.0
2247,89.9
2248,73.0
2249,54.0
2250,120.0
2251,30.0
2252,270.0
2253,85.0
2254,19.5
2255,190.0
2256,33.0
2257,80.0
2258,53.4
2259,100.0
2260,16.7
2261,60.0
2262,21.0
2263,85.6
2264,26.0
2265,130.0
2266,32.0
2267,55.0
2268,510.0
2269,990.0
2270,150.0
2271,35.0
2272,420.0
2273,51.9
2274,23.4
2275,100.0
2276,36.4
2277,130.0
2278,45.0
2279,26.0
2280,55.0
2281,44.3
2282,110.0
2283,38.0
2284,50.0
2285,27.0
2286,51.0
2287,140.0
2288,75.0
2289,390.0
2290,99.0
2291,30.0
2292,48.0
2293,55.0
2294,88.0
2295,86.0
2296,38.0
2297,58.5
2298,45.0
2299,17.0
2300,140.0
2301,55.0
2302,29.0
2303,62.0
2304,74.0
2305,40.0
2306,120.0
2307,44.0
2308,45.0
2309,140.0
2310,88.0
2311,90.0
2312,30.0
2313,43.0
2314,90.0
2315,67.0
2316,11.0
2317,15.6
2318,23.0
2319,110.0
2320,130.0
2321,30.7
2322,49.0
2323,30.0
2324,61.8
2325,88.0
2326,24.1
2327,8.0
2328,45.0
2329,60.0
2330,74.0
2331,62.0
2332,320.0
2333,55.0
2334,100.0
2335,130.0
2336,64.0
2337,57.0
2338,270.0
2339,47.8
2340,63.0
2341,28.2
2342,80.0
2343,40.0
2344,48.0
2345,40.0
2346,180.0
2347,13.0
2348,110.0
2349,52.6
2350,50.0
2351,28.9
2352,76.0
2353,75.0
2354,48.5
2355,35.0
2356,23.5
2357,56.0
2358,27.0
2359,160.0
2360,46.6
2361,170.0
2362,50.0
2363,17.0
2364,160.0
2365,260.0
2366,90.0
2367,88.0
2368,78.0
2369,33.0
2370,70.0
2371,22.0
2372,46.0
2373,58.0
2374,60.0
2375,69.0
2376,380.0
2377,58.0
2378,45.0
2379,65.0
2380,1150.0
2381,22.9
2382,42.0
2383,28.0
2384,130.0
2385,65.0
2386,22.5
2387,22.0
2388,110.0
2389,62.0
2390,74.5
2391,30.0
2392,49.7
2393,90.0
2394,60.0
2395,140.0
2396,14.5
2397,57.0
2398,82.0
2399,150.0
2400,85.0
2401,65.0
2402,100.0
2403,150.0
2404,55.0
2405,60.0
2406,85.0
2407,35.0
2408,79.0
2409,37.5
2410,23.2
2411,74.0
2412,31.0
2413,160.0
2414,120.0
2415,48.0
2416,70.0
2417,28.0
2418,73.0
2419,96.5
2420,34.2
2421,75.0
2422,120.0
2423,23.0
2424,74.0
2425,87.0
2426,64.0
2427,170.0
2428,25.0
2429,39.0
2430,100.0
2431,17.0
2432,110.0
2433,100.0
2434,60.4
2435,240.0
2436,170.0
2437,190.0
2438,55.1
2439,180.0
2440,30.0
2441,31.5
2442,120.0
2443,250.0
2444,61.7
2445,46.0
2446,90.0
2447,42.0
2448,310.0
2449,190.0
2450,110.0
2451,35.0
2452,35.0
2453,150.0
2454,120.0
2455,60.0
2456,65.0
2457,110.0
2458,60.3
2459,31.9
2460,50.0
2461,80.0
2462,27.0
2463,36.0
2464,56.0
2465,240.0
2466,130.0
2467,52.0
2468,79.0
2469,34.0
2470,95.0
2471,16.0
2472,100.0
2473,79.7
2474,75.0
2475,58.8
2476,13.5
2477,65.0
2478,96.8
2479,300.0
2480,32.1
2481,34.0
2482,58.0
2483,32.0
2484,85.0
2485,23.0
2486,630.0
2487,130.0
2488,46.0
2489,110.0
2490,190.0
2491,1600.0
2492,120.0
2493,28.0
2494,70.0
2495,47.0
2496,53.0
2497,46.0
2498,52.8
2499,60.0
2500,29.9
2501,71.2
2502,780.0
2503,33.9
2504,28.0
2505,65.0
2506,260.0
2507,41.0
2508,54.0
2509,35.0
2510,130.0
2511,290.0
2512,74.5
2513,15.9
2514,18.0
2515,21.0
2516,90.0
2517,80.0
2518,54.0
2519,38.0
2520,85.0
2521,70.0
2522,230.0
2523,115.0
2524,130.0
2525,530.0
2526,59.0
2527,120.0
2528,1650.0
2529,38.0
2530,75.0
2531,100.0
2532,21.0
2533,81.0
2534,75.7
2535,130.0
2536,37.0
2537,53.0
2538,90.0
2539,180.0
2540,520.0
2541,35.0
2542,45.0
2543,35.0
2544,42.0
2545,42.0
2546,140.0
2547,35.7
2548,300.0
2549,36.0
2550,50.0
2551,68.5
2552,52.0
2553,80.5
2554,23.5
2555,35.0
2556,45.0
2557,22.0
2558,90.0
2559,33.0
2560,160.0
2561,49.0
2562,140.0
2563,91.0
2564,95.0
2565,73.0
2566,8.5
2567,57.0
2568,43.5
2569,22.7
2570,64.7
2571,26.0
2572,37.0
2573,60.0
2574,54.0
2575,38.0
2576,40.0
2577,150.0
2578,52.0
2579,92.0
2580,210.0
2581,90.0
2582,40.0
2583,140.0
2584,26.5
2585,34.8
2586,22.1
2587,13.9
2588,40.0
2589,90.0
2590,26.2
2591,71.2
2592,37.0
2593,37.0
2594,29.5
2595,95.0
2596,100.0
2597,65.0
2598,75.0
2599,50.0
2600,55.0
2601,22.0
2602,150.0
2603,59.2
2604,95.0
2605,95.0
2606,200.0
2607,30.4
2608,330.0
2609,28.0
2610,250.0
2611,50.0
2612,130.0
2613,36.5
2614,24.9
2615,47.0
2616,16.0
2617,340.0
2618,27.0
2619,160.0
2620,64.9
2621,90.0
2622,160.0
2623,17.6
2624,45.0
2625,12.1
2626,31.5
2627,19.3
2628,92.0
2629,26.2
2630,29.3
2631,35.0
2632,130.0
2633,61.6
2634,29.0
2635,42.2
2636,18.7
2637,140.0
2638,68.0
2639,140.0
2640,74.0
2641,42.6
2642,49.0
2643,130.0
2644,180.0
2645,120.0
2646,100.0
2647,88.0
2648,85.0
2649,28.0
2650,56.0
2651,62.0
2652,110.0
2653,170.0
2654,120.0
2655,31.0
2656,45.0
2657,250.0
2658,90.0
2659,52.0
2660,35.0
2661,46.4
2662,33.0
2663,35.0
2664,81.0
2665,93.0
2666,29.9
2667,12.5
2668,99.9
2669,18.5
2670,23.0
2671,31.0
2672,270.0
2673,48.5
2674,67.5
2675,80.0
2676,92.0
2677,45.0
2678,85.0
2679,52.0
2680,150.0
2681,40.0
2682,27.0
2683,60.0
2684,15.2
2685,45.0
2686,190.0
2687,62.0
2688,39.0
2689,56.0
2690,130.0
2691,41.0
2692,83.5
2693,540.0
2694,130.0
2695,27.5
2696,66.0
2697,80.7
2698,140.0
2699,33.9
2700,43.4
2701,75.0
2702,42.0
2703,52.5
2704,54.0
2705,150.0
2706,14.8
2707,55.0
2708,42.0
2709,99.4
2710,52.0
2711,42.0
2712,72.0
2713,25.0
2714,43.9
2715,68.0
2716,43.3
2717,28.0
2718,650.0
2719,130.0
2720,120.0
2721,600.0
2722,27.0
2723,160.0
2724,51.5
2725,35.0
2726,78.0
2727,27.0
2728,34.0
2729,65.0
2730,30.0
2731,21.5
2732,75.5
2733,160.0
2734,35.0
2735,54.0
2736,61.4
2737,40.0
2738,96.5
2739,38.0
2740,320.0
2741,44.8
2742,79.0
2743,56.0
2744,400.0
2745,92.4
2746,70.0
2747,46.5
2748,100.0
2749,120.0
2750,390.0
2751,14.8
2752,27.2
2753,28.5
2754,25.0
2755,18.0
2756,92.0
2757,270.0
2758,55.0
2759,330.0
2760,19.7
2761,19.6
2762,350.0
2763,120.0
2764,870.0
2765,38.0
2766,70.0
2767,32.7
2768,170.0
2769,120.0
2770,20.0
2771,22.0
2772,110.0
2773,64.0
2774,37.0
2775,88.0
2776,240.0
2777,70.3
2778,87.0
2779,240.0
2780,29.0
2781,86.0
2782,300.0
2783,34.0
2784,80.0
2785,190.0
2786,120.0
2787,15.0
2788,140.0
2789,53.4
2790,130.0
2791,95.0
2792,70.0
2793,31.6
2794,66.0
2795,7.5
2796,49.0
2797,58.0
2798,39.0
2799,29.5
2800,33.0
2801,85.7
2802,42.0
2803,51.8
2804,68.0
2805,70.0
2806,86.0
2807,230.0
2808,40.0
2809,52.2
2810,55.0
2811,130.0
2812,170.0
2813,40.0
2814,50.0
2815,48.0
2816,59.1
2817,38.5
2818,100.0
2819,31.0
2820,17.6
2821,26.0
2822,110.0
2823,200.0
2824,14.5
2825,50.0
2826,68.0
2827,29.3
2828,60.0
2829,52.0
2830,80.0
2831,100.0
2832,110.0
2833,35.2
2834,55.0
2835,160.0
2836,130.0
2837,27.0
2838,57.0
2839,42.0
2840,67.0
2841,160.0
2842,79.2
2843,100.0
2844,46.9
2845,80.0
2846,310.0
2847,75.0
2848,26.0
2849,31.9
2850,22.0
2851,53.7
2852,64.5
2853,95.0
2854,62.0
2855,100.0
2856,75.0
2857,86.0
2858,69.8
2859,120.0
2860,25.0
2861,330.0
2862,130.0
2863,140.0
2864,25.0
2865,110.0
2866,20.0
2867,110.0
2868,20.0
2869,23.0
2870,15.0
2871,22.0
2872,55.0
2873,120.0
2874,28.0
2875,79.5
2876,65.0
2877,65.0
2878,90.0
2879,100.0
2880,18.0
2881,34.5
2882,52.0
2883,52.0
2884,410.0
2885,64.0
2886,29.0
2887,83.0
2888,45.0
2889,83.0
2890,19.5
2891,65.0
2892,200.0
2893,140.0
2894,28.4
2895,85.0
2896,240.0
2897,140.0
2898,190.0
2899,190.0
2900,74.0
2901,110.0
2902,30.0
2903,28.0
2904,45.0
2905,38.1
2906,110.0
2907,29.7
2908,17.0
2909,25.0
2910,13.0
2911,20.0
2912,13.0
2913,44.0
2914,190.0
2915,450.0
2916,520.0
2917,6460.0
2918,22.5
2919,27.2
2920,80.0
2921,27.2
2922,87.4
2923,49.6
2924,31.0
2925,67.0
2926,57.7
2927,25.0
2928,98.0
2929,86.4
2930,150.0
2931,100.0
2932,54.5
2933,170.0
2934,69.9
2935,300.0
2936,140.0
2937,45.0
2938,210.0
2939,32.5
2940,46.0
2941,40.0
2942,73.0
2943,240.0
2944,24.0
2945,57.8
2946,23.0
2947,65.0
2948,37.0
2949,34.5
2950,130.0
2951,35.0
2952,53.0
2953,52.0
2954,92.0
2955,65.0
2956,120.0
2957,67.2
2958,95.5
2959,45.0
2960,100.0
2961,35.0
2962,36.0
2963,24.0
2964,36.5
2965,49.0
2966,86.0
2967,2350.0
2968,19.9
2969,31.5
2970,45.0
2971,56.4
2972,87.0
2973,50.0
2974,57.8
2975,71.5
2976,54.0
2977,47.0
2978,90.0
2979,7.5
2980,45.0
2981,40.0
2982,87.0
2983,50.0
2984,75.0
2985,43.3
2986,34.0
2987,19.4
2988,57.2
2989,85.0
2990,130.0
2991,40.8
2992,85.0
2993,36.0
2994,64.0
2995,800.0
2996,170.0
2997,580.0
2998,110.0
2999,54.0
3000,54.0
3001,65.0
3002,110.0
3003,22.0
3004,120.0
3005,7830.0
3006,45.0
3007,16.5
3008,34.4
3009,11.0
3010,87.1
3011,72.0
3012,600.0
3013,90.0
3014,21.5
3015,45.0
3016,35.0
3017,45.6
3018,63.0
3019,90.0
3020,300.0
3021,150.0
3022,12.5
3023,35.0
3024,75.0
3025,32.9
3026,1700.0
3027,33.0
3028,900.0
3029,110.0
3030,54.0
3031,23.7
3032,13.2
3033,1600.0
3034,170.0
3035,110.0
3036,22.5
3037,27.0
3038,150.0
3039,47.6
3040,1050.0
3041,99.0
3042,91.3
3043,48.0
3044,40.0
3045,65.0
3046,280.0
3047,25.5
3048,450.0
3049,20.0
3050,31.0
3051,27.0
3052,32.0
3053,79.9
3054,48.0
3055,55.3
3056,31.5
3057,77.9
3058,100.0
3059,180.0
3060,81.0
3061,40.0
3062,31.0
3063,30.0
3064,60.0
3065,45.0
3066,58.0
3067,22.9
3068,64.1
3069,45.0
3070,15.9
3071,60.0
3072,75.0
3073,130.0
3074,110.0
3075,41.0
3076,40.0
3077,88.0
3078,52.9
3079,41.5
3080,100.0
3081,53.0
3082,140.0
3083,150.0
3084,100.0
3085,60.0
3086,110.0
3087,38.9
3088,45.9
3089,55.0
3090,57.0
3091,36.0
3092,200.0
3093,51.0
3094,69.0
3095,31.0
3096,55.5
3097,60.0
3098,100.0
3099,140.0
3100,39.1
3101,29.0
3102,85.0
3103,320.0
3104,73.0
3105,25.0
3106,17.0
3107,45.0
3108,52.0
3109,30.4
3110,39.0
3111,36.0
3112,25.0
3113,55.0
3114,18.8
3115,85.0
3116,35.0
3117,24.0
3118,190.0
3119,100.0
3120,78.0
3121,25.8
3122,65.0
3123,100.0
3124,93.0
3125,7.9
3126,22.0
3127,43.0
3128,400.0
3129,42.0
3130,9.0
3131,190.0
3132,50.0
3133,1400.0
3134,30.0
3135,19.5
3136,18.0
3137,83.7
3138,78.0
3139,22.0
3140,80.0
3141,8.5
3142,65.0
3143,220.0
3144,47.0
3145,98.5
3146,32.0
3147,53.0
3148,160.0
3149,28.5
3150,38.0
3151,62.0
3152,20.0
3153,110.0
3154,25.0
3155,42.0
3156,47.0
3157,320.0
3158,240.0
3159,250.0
3160,250.0
3161,23.1
3162,20.0
3163,110.0
3164,65.0
3165,19.0
3166,26.5
3167,190.0
3168,45.0
3169,120.0
3170,49.5
3171,1050.0
3172,84.9
3173,50.5
3174,280.0
3175,13.3
3176,120.0
3177,24.5
3178,270.0
3179,40.0
3180,39.0
3181,42.8
3182,240.0
3183,27.0
3184,43.2
3185,41.0
3186,40.5
3187,26.9
3188,25.0
3189,95.0
3190,260.0
3191,56.4
3192,16.0
3193,22.4
3194,55.0
3195,30.0
3196,190.0
3197,42.0
3198,95.0
3199,190.0
3200,33.0
3201,74.0
3202,430.0
3203,250.0
3204,28.0
3205,180.0
3206,31.0
3207,62.0
3208,46.5
3209,1150.0
3210,36.0
3211,35.0
3212,120.0
3213,65.0
3214,70.0
3215,90.0
3216,35.0
3217,23.0
3218,22.0
3219,110.0
3220,56.0
3221,20.0
3222,32.0
3223,80.0
3224,70.0
3225,110.0
3226,200.0
3227,25.0
3228,170.0
3229,12.5
3230,75.0
3231,190.0
3232,150.0
3233,330.0
3234,30.0
3235,180.0
3236,200.0
3237,160.0
3238,48.0
3239,55.0
3240,110.0
3241,27.0
3242,66.0
3243,69.0
3244,23.0
3245,96.0
3246,390.0
3247,54.0
3248,67.0
3249,75.0
3250,20.4
3251,270.0
3252,27.2
3253,700.0
3254,100.0
3255,70.0
3256,34.2
3257,53.0
3258,58.0
3259,53.2
3260,57.0
3261,70.0
3262,88.0
3263,37.0
3264,75.0
3265,160.0
3266,60.0
3267,520.0
3268,43.0
3269,12.0
3270,100.0
3271,21.0
3272,33.0
3273,60.0
3274,150.0
3275,22.0
3276,130.0
3277,100.0
3278,80.0
3279,24.0
3280,18.0
3281,31.0
3282,40.0
3283,30.0
3284,120.0
3285,31.0
3286,25.0
3287,80.0
3288,16.0
3289,47.0
3290,210.0
3291,59.8
3292,140.0
3293,250.0
3294,38.0
3295,56.5
3296,65.0
3297,50.0
3298,32.5
3299,33.5
3300,18.1
3301,48.0
3302,22.0
3303,140.0
3304,33.5
3305,38.0
3306,22.0
3307,82.0
3308,60.0
3309,29.1
3310,180.0
3311,53.4
3312,23.0
3313,57.0
3314,48.6
3315,80.0
3316,28.0
3317,22.9
3318,69.0
3319,30.5
3320,65.0
3321,22.6
3322,61.5
3323,110.0
3324,66.0
3325,47.0
3326,81.0
3327,57.0
3328,120.0
3329,110.0
3330,270.0
3331,66.0
3332,250.0
3333,20.5
3334,530.0
3335,30.0
3336,100.0
3337,34.0
3338,63.3
3339,230.0
3340,20.0
3341,140.0
3342,65.0
3343,310.0
3344,83.0
3345,35.0
3346,12.0
3347,77.0
3348,28.0
3349,35.0
3350,9.7
3351,90.6
3352,34.7
3353,80.0
3354,38.0
3355,260.0
3356,17.8
3357,17.3
3358,35.0
3359,26.5
3360,31.0
3361,21.0
3362,170.0
3363,160.0
3364,64.0
3365,78.5
3366,100.0
3367,42.0
3368,65.0
3369,34.9
3370,75.0
3371,220.0
3372,290.0
3373,250.0
3374,79.8
3375,67.0
3376,92.0
3377,180.0
3378,140.0
3379,42.0
3380,50.0
3381,45.0
3382,43.0
3383,31.0
3384,43.0
3385,49.5
3386,110.0
3387,32.2
3388,40.0
3389,42.0
3390,95.0
3391,50.0
3392,110.0
3393,170.0
3394,45.0
3395,120.0
3396,1110.0
3397,96.0
3398,25.0
3399,47.0
3400,45.0
3401,25.0
3402,38.0
3403,75.0
3404,82.0
3405,150.0
3406,28.0
3407,110.0
3408,50.0
3409,87.0
3410,480.0
3411,67.0
3412,200.0
3413,41.0
3414,130.0
3415,85.0
3416,55.0
3417,38.0
3418,150.0
3419,76.9
3420,17.0
3421,90.0
3422,32.0
3423,520.0
3424,360.0
3425,110.0
3426,40.0
3427,850.0
3428,60.0
3429,950.0
3430,55.0
3431,100.0
3432,31.1
3433,50.0
3434,62.0
3435,27.0
3436,960.0
3437,33.0
3438,90.0
3439,61.0
3440,68.0
3441,60.0
3442,36.7
3443,16.4
3444,65.0
3445,55.5
3446,32.9
3447,77.0
3448,110.0
3449,200.0
3450,70.0
3451,36.5
3452,380.0
3453,170.0
3454,140.0
3455,75.0
3456,27.0
3457,130.0
3458,92.0
3459,280.0
3460,120.0
3461,190.0
3462,40.0
3463,50.0
3464,57.0
3465,250.0
3466,15.2
3467,80.7
3468,30.6
3469,39.0
3470,74.0
3471,130.0
3472,16.5
3473,15.3
3474,32.0
3475,130.0
3476,110.0
3477,63.0
3478,33.0
3479,82.0
3480,76.0
3481,33.3
3482,500.0
3483,100.0
3484,52.5
3485,700.0
3486,120.0
3487,74.0
3488,23.0
3489,63.0
3490,52.0
3491,24.8
3492,28.2
3493,50.0
3494,62.0
3495,80.2
3496,140.0
3497,80.0
3498,54.9
3499,45.0
3500,45.0
3501,43.2
3502,25.0
3503,110.0
3504,39.0
3505,110.0
3506,41.0
3507,110.0
3508,25.2
3509,90.0
3510,85.0
3511,56.0
3512,28.5
3513,270.0
3514,45.0
3515,37.0
3516,22.0
3517,18.0
3518,48.0
3519,19.9
3520,49.0
3521,35.0
3522,30.0
3523,100.0
3524,25.0
3525,35.0
3526,44.0
3527,15.5
3528,39.1
3529,20.0
3530,24.0
3531,36.0
3532,330.0
3533,90.0
3534,15.9
3535,96.1
3536,62.0
3537,56.4
3538,78.0
3539,22.0
3540,21.0
3541,47.6
3542,95.0
3543,58.0
3544,270.0
3545,250.0
3546,34.2
3547,33.0
3548,32.0
3549,30.0
3550,15.5
3551,19.5
3552,65.0
3553,120.0
3554,320.0
3555,40.3
3556,59.0
3557,94.0
3558,45.2
3559,33.0
3560,100.0
3561,60.0
3562,14.0
3563,90.0
3564,75.0
3565,43.0
3566,210.0
3567,44.0
3568,40.0
3569,180.0
3570,330.0
3571,46.5
3572,190.0
3573,60.0
3574,170.0
3575,38.5
3576,180.0
3577,97.0
3578,46.1
3579,61.0
3580,870.0
3581,100.0
3582,48.0
3583,56.0
3584,170.0
3585,75.8
3586,30.0
3587,21.0
3588,34.0
3589,160.0
3590,64.0
3591,64.9
3592,140.0
3593,25.3
3594,140.0
3595,35.5
3596,40.0
3597,100.0
3598,57.9
3599,9.0
3600,600.0
3601,41.0
3602,28.0
3603,350.0
3604,39.8
3605,70.0
3606,48.0
3607,260.0
3608,17.0
3609,160.0
3610,15.0
3611,77.0
3612,170.0
3613,87.0
3614,66.0
3615,39.3
3616,65.0
3617,24.5
3618,240.0
3619,57.0
3620,60.0
3621,70.0
3622,76.0
3623,20.5
3624,26.0
3625,84.1
3626,28.5
3627,36.0
3628,30.0
3629,58.0
3630,170.0
3631,8.5
3632,46.0
3633,1800.0
3634,55.0
3635,450.0
3636,16.5
3637,180.0
3638,130.0
3639,28.5
3640,56.0
3641,98.0
3642,62.6
3643,130.0
3644,82.0
3645,130.0
3646,57.4
3647,36.0
3648,45.0
3649,15.6
3650,33.0
3651,22.9
3652,92.0
3653,56.0
3654,72.0
3655,42.0
3656,75.0
3657,88.0
3658,110.0
3659,55.0
3660,45.0
3661,18.6
3662,67.0
3663,28.0
3664,75.0
3665,45.0
3666,11.0
3667,43.0
3668,80.0
3669,72.5
3670,16.4
3671,40.0
3672,50.0
3673,60.0
3674,70.0
3675,220.0
3676,40.0
3677,47.0
3678,22.0
3679,200.0
3680,35.0
3681,32.0
3682,40.0
3683,50.0
3684,290.0
3685,340.0
3686,140.0
3687,130.0
3688,28.5
3689,60.0
3690,28.0
3691,40.0
3692,84.0
3693,53.0
3694,60.0
3695,68.0
3696,27.0
3697,66.0
3698,45.0
3699,43.0
3700,140.0
3701,60.0
3702,100.0
3703,50.0
3704,29.9
3705,110.0
3706,140.0
3707,100.0
3708,280.0
3709,60.0
3710,25.3
3711,55.0
3712,7.9
3713,160.0
3714,42.2
3715,1000.0
3716,68.0
3717,44.0
3718,130.0
3719,88.1
3720,25.0
3721,53.0
3722,73.0
3723,66.0
3724,27.0
3725,160.0
3726,55.0
3727,97.8
3728,81.0
3729,30.8
3730,30.0
3731,93.0
3732,33.9
3733,130.0
3734,210.0
3735,150.0
3736,98.0
3737,50.0
3738,22.5
3739,36.0
3740,27.0
3741,69.0
3742,72.0
3743,100.0
3744,22.0
3745,35.0
3746,34.0
3747,49.5
3748,95.0
3749,25.0
3750,56.5
3751,19.3
3752,25.0
3753,23.0
3754,9900.0
3755,28.0
3756,67.0
3757,53.2
3758,100.0
3759,75.0
3760,44.4
3761,38.0
3762,90.0
3763,75.0
3764,160.0
3765,70.0
3766,100.0
3767,110.0
3768,32.0
3769,74.0
3770,50.0
3771,100.0
3772,94.0
3773,52.1
3774,60.0
3775,16.0
3776,120.0
3777,9.0
3778,110.0
3779,100.0
3780,63.8
3781,55.0
3782,110.0
3783,98.0
3784,50.0
3785,100.0
3786,47.7
3787,45.0
3788,150.0
3789,510.0
3790,90.0
3791,28.0
3792,45.0
3793,60.0
3794,75.0
3795,70.6
3796,37.1
3797,66.0
3798,65.0
3799,25.5
3800,8.0
3801,240.0
3802,82.0
3803,45.0
3804,31.5
3805,30.4
3806,85.0
3807,85.0
3808,35.0
3809,35.0
3810,33.5
3811,11.5
3812,45.0
3813,210.0
3814,280.0
3815,55.0
3816,16.7
3817,33.7
3818,68.0
3819,17.0
3820,75.0
3821,35.0
3822,24.3
3823,78.0
3824,100.0
3825,32.0
3826,41.0
3827,24.9
3828,79.5
3829,52.2
3830,130.0
3831,42.0
3832,40.0
3833,29.0
3834,20.0
3835,75.0
3836,38.0
3837,260.0
3838,85.0
3839,69.0
3840,19.0
3841,170.0
3842,50.0
3843,180.0
3844,32.0
3845,75.0
3846,34.5
3847,190.0
3848,140.0
3849,24.0
3850,27.0
3851,58.0
3852,42.3
3853,180.0
3854,35.0
3855,570.0
3856,77.0
3857,34.0
3858,63.0
3859,26.0
3860,42.5
3861,98.0
3862,62.7
3863,350.0
3864,65.0
3865,280.0
3866,170.0
3867,67.0
3868,30.2
3869,180.0
3870,210.0
3871,270.0
3872,21.5
3873,180.0
3874,450.0
3875,17.5
3876,44.0
3877,32.7
3878,46.0
3879,43.9
3880,17.0
3881,90.0
3882,0.85
3883,22.0
3884,66.0
3885,26.0
3886,48.1
3887,94.7
3888,38.0
3889,9600.0
3890,16.9
3891,66.8
3892,96.0
3893,51.0
3894,80.0
3895,60.0
3896,29.9
3897,53.0
3898,68.0
3899,45.0
3900,79.0
3901,66.0
3902,180.0
3903,22.0
3904,170.0
3905,230.0
3906,45.0
3907,130.0
3908,700.0
3909,290.0
3910,27.2
3911,390.0
3912,210.0
3913,44.0
3914,160.0
3915,670.0
3916,75.0
3917,58.0
3918,90.0
3919,35.0
3920,80.0
3921,22.0
3922,95.0
3923,280.0
3924,25.0
3925,90.0
3926,120.0
3927,85.0
3928,33.0
3929,600.0
3930,47.2
3931,220.0
3932,130.0
3933,27.0
3934,190.0
3935,26.6
3936,74.5
3937,120.0
3938,65.0
3939,11.0
3940,85.0
3941,170.0
3942,55.0
3943,55.0
3944,34.0
3945,160.0
3946,55.0
3947,51.0
3948,130.0
3949,100.0
3950,100.0
3951,60.0
3952,52.9
3953,69.0
3954,86.0
3955,35.0
3956,67.0
3957,54.3
3958,58.0
3959,83.0
3960,33.0
3961,310.0
3962,34.0
3963,2850.0
3964,51.2
3965,120.0
3966,14.0
3967,60.0
3968,40.0
3969,26.0
3970,480.0
3971,15.0
3972,59.5
3973,70.2
3974,130.0
3975,12.9
3976,45.0
3977,32.5
3978,55.0
3979,68.5
3980,31.4
3981,70.0
3982,45.5
3983,70.9
3984,220.0
3985,1050.0
3986,66.0
3987,26.1
3988,68.0
3989,350.0
3990,70.0
3991,45.0
3992,300.0
3993,61.5
3994,110.0
3995,84.0
3996,79.9
3997,45.2
3998,40.0
3999,67.9
4000,43.0
4001,46.0
4002,13.1
4003,85.0
4004,26.9
4005,58.4
4006,620.0
4007,37.0
4008,27.0
4009,120.0
4010,210.0
4011,31.0
4012,55.0
4013,56.0
4014,130.0
4015,34.9
4016,9540.0
4017,90.0
4018,30.9
4019,28.8
4020,78.0
4021,160.0
4022,21.6
4023,20.0
4024,79.0
4025,290.0
4026,18.0
4027,35.0
4028,420.0
4029,54.0
4030,17.0
4031,440.0
4032,34.0
4033,33.0
4034,37.0
4035,27.5
4036,35.0
4037,59.0
4038,39.5
4039,290.0
4040,18.5
4041,48.0
4042,44.8
4043,80.0
4044,84.7
4045,35.2
4046,88.5
4047,100.0
4048,45.0
4049,67.0
4050,72.0
4051,60.0
4052,69.5
4053,70.0
4054,62.0
4055,32.0
4056,49.0
4057,30.0
4058,27.0
4059,68.0
4060,47.0
4061,120.0
4062,32.9
4063,40.0
4064,23.0
4065,51.0
4066,45.0
4067,40.0
4068,310.0
4069,74.6
4070,40.0
4071,34.4
4072,220.0
4073,43.0
4074,60.0
4075,67.1
4076,80.0
4077,68.0
4078,30.3
4079,300.0
4080,20.6
4081,66.9
4082,60.0
4083,110.0
4084,46.0
4085,78.0
4086,90.0
4087,41.9
