,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
295,29,blue-collar,single,secondary,no,260,yes,no,unknown,2,jun,707,14,-1,0,unknown,yes
296,44,unemployed,married,primary,no,97,yes,no,unknown,5,jun,105,3,-1,0,unknown,no
297,60,blue-collar,married,secondary,no,40,no,no,unknown,5,jun,126,2,-1,0,unknown,no
298,46,blue-collar,married,secondary,no,243,yes,yes,unknown,14,may,345,2,-1,0,unknown,no
299,48,technician,married,unknown,no,67,yes,no,unknown,14,may,328,4,-1,0,unknown,no
300,25,blue-collar,married,secondary,no,53,yes,no,unknown,13,may,331,2,-1,0,unknown,no
301,50,entrepreneur,married,primary,no,461,yes,no,unknown,15,may,651,32,-1,0,unknown,yes
302,36,technician,divorced,secondary,no,19,yes,yes,unknown,26,may,109,1,-1,0,unknown,no
303,52,entrepreneur,divorced,secondary,no,-99,no,yes,unknown,26,may,91,3,-1,0,unknown,no
304,31,blue-collar,single,primary,no,-443,yes,no,unknown,28,may,507,1,-1,0,unknown,no
305,29,blue-collar,single,secondary,no,0,no,no,unknown,21,may,623,1,-1,0,unknown,no
306,27,admin.,divorced,secondary,no,112,yes,no,unknown,19,may,104,1,-1,0,unknown,no
307,25,blue-collar,married,secondary,no,-76,yes,no,unknown,12,may,241,3,-1,0,unknown,no
308,30,blue-collar,married,secondary,no,579,yes,yes,unknown,2,jun,381,2,-1,0,unknown,no
309,56,management,married,tertiary,no,334,yes,no,unknown,15,may,127,2,-1,0,unknown,no
310,22,services,single,primary,no,35,yes,no,unknown,28,may,106,3,-1,0,unknown,no
311,55,blue-collar,married,secondary,no,831,yes,no,unknown,14,may,144,1,-1,0,unknown,no
312,27,admin.,single,secondary,no,392,yes,yes,unknown,21,may,292,2,-1,0,unknown,no
313,30,services,married,secondary,no,271,yes,no,unknown,15,may,365,1,-1,0,unknown,no
314,50,entrepreneur,married,tertiary,no,1605,yes,no,unknown,23,may,22,2,-1,0,unknown,no
315,46,management,married,tertiary,no,0,no,no,unknown,7,may,70,2,-1,0,unknown,no
316,53,management,married,tertiary,no,6408,no,no,unknown,6,jun,29,1,-1,0,unknown,no
317,26,blue-collar,single,secondary,no,535,yes,yes,unknown,28,may,252,1,-1,0,unknown,no
318,37,entrepreneur,divorced,secondary,no,14,no,no,unknown,5,jun,22,1,-1,0,unknown,no
319,33,management,married,tertiary,no,2508,yes,no,unknown,29,may,42,7,-1,0,unknown,no
320,45,entrepreneur,single,tertiary,no,1410,yes,no,unknown,14,may,44,8,-1,0,unknown,no
321,57,technician,married,primary,no,67,no,no,unknown,5,jun,67,1,-1,0,unknown,no
322,28,services,single,secondary,no,5090,yes,no,unknown,6,may,1297,3,-1,0,unknown,yes
323,20,student,single,tertiary,no,2764,yes,no,unknown,29,may,139,2,-1,0,unknown,no
324,35,blue-collar,married,secondary,no,2688,yes,no,unknown,20,may,281,1,-1,0,unknown,no
325,59,admin.,divorced,secondary,no,174,yes,no,unknown,16,may,204,1,-1,0,unknown,no
326,51,admin.,divorced,secondary,no,467,yes,no,unknown,19,may,83,1,-1,0,unknown,no
327,33,services,divorced,secondary,no,-297,yes,no,unknown,26,may,162,2,-1,0,unknown,no
328,27,blue-collar,single,secondary,no,-208,yes,no,unknown,21,may,127,2,-1,0,unknown,no
329,58,blue-collar,married,secondary,no,25,no,no,unknown,9,jun,486,3,-1,0,unknown,yes
330,55,unemployed,married,tertiary,no,457,yes,no,unknown,5,jun,61,3,-1,0,unknown,no
331,28,management,married,tertiary,no,82,yes,yes,unknown,16,may,225,1,-1,0,unknown,no
332,44,blue-collar,married,secondary,no,1081,yes,no,unknown,20,may,304,2,-1,0,unknown,no
333,41,blue-collar,married,secondary,yes,-204,yes,no,unknown,15,may,50,7,-1,0,unknown,no
334,57,blue-collar,married,secondary,no,5553,no,yes,unknown,9,jun,589,1,-1,0,unknown,no
335,32,services,married,secondary,no,207,yes,no,unknown,23,may,360,1,-1,0,unknown,no
336,43,services,divorced,secondary,no,130,yes,no,unknown,8,may,193,1,-1,0,unknown,no
337,33,technician,single,tertiary,no,8874,no,yes,unknown,21,may,152,3,-1,0,unknown,no
338,37,blue-collar,single,unknown,no,-114,yes,no,unknown,21,may,113,2,-1,0,unknown,no
339,45,technician,single,tertiary,no,4537,yes,no,unknown,16,may,337,2,-1,0,unknown,no
340,40,services,married,unknown,no,88,yes,no,unknown,9,jun,78,2,-1,0,unknown,no
341,34,technician,single,secondary,no,85,yes,no,unknown,20,may,1182,4,-1,0,unknown,yes
342,55,technician,single,secondary,no,3339,yes,no,unknown,2,jun,63,1,-1,0,unknown,no
343,44,blue-collar,married,secondary,no,575,yes,no,unknown,5,may,477,1,-1,0,unknown,no
344,56,technician,married,secondary,no,589,yes,no,unknown,29,may,535,2,-1,0,unknown,yes
345,35,blue-collar,married,primary,no,105,yes,no,unknown,8,may,369,2,-1,0,unknown,no
346,39,blue-collar,married,secondary,yes,-16,no,no,unknown,29,may,285,2,-1,0,unknown,no
347,60,retired,married,secondary,no,926,yes,no,unknown,13,may,291,2,-1,0,unknown,no
348,54,services,married,secondary,yes,0,yes,no,unknown,6,may,138,3,-1,0,unknown,no
349,40,services,married,secondary,no,37,no,no,unknown,9,jun,356,5,-1,0,unknown,no
350,41,admin.,single,secondary,no,734,yes,no,unknown,3,jun,332,3,-1,0,unknown,no
351,37,technician,single,tertiary,no,178,yes,no,unknown,21,may,97,1,-1,0,unknown,no
352,41,blue-collar,married,primary,no,7735,yes,no,unknown,14,may,240,1,-1,0,unknown,no
353,60,technician,divorced,secondary,no,11615,yes,no,unknown,3,jun,70,10,-1,0,unknown,no
354,33,technician,divorced,secondary,yes,-305,no,yes,unknown,9,may,109,1,-1,0,unknown,no
355,57,technician,married,secondary,no,792,yes,no,unknown,5,may,65,2,-1,0,unknown,no
356,31,blue-collar,single,secondary,no,4415,yes,no,unknown,2,jun,329,1,-1,0,unknown,no
357,29,technician,married,secondary,no,8,no,no,unknown,7,may,113,1,-1,0,unknown,no
358,31,admin.,married,primary,no,355,yes,yes,unknown,4,jun,61,6,-1,0,unknown,no
359,40,admin.,married,primary,no,189,yes,no,unknown,27,may,160,2,-1,0,unknown,no
360,57,technician,married,tertiary,no,-1,no,no,unknown,14,may,850,2,-1,0,unknown,yes
361,25,blue-collar,single,primary,no,116,yes,no,unknown,9,jun,253,4,-1,0,unknown,no
362,29,self-employed,single,tertiary,no,5406,no,no,unknown,9,may,530,2,-1,0,unknown,no
363,26,technician,single,tertiary,no,8839,yes,no,unknown,29,may,932,3,-1,0,unknown,no
364,40,technician,married,tertiary,no,2946,no,no,unknown,9,jun,78,2,-1,0,unknown,no
365,26,technician,single,secondary,no,2,yes,yes,unknown,15,may,461,1,-1,0,unknown,no
366,56,blue-collar,married,secondary,no,1602,yes,no,unknown,6,may,427,1,-1,0,unknown,no
367,35,technician,married,tertiary,no,1473,yes,no,unknown,12,may,84,3,-1,0,unknown,no
368,37,admin.,married,secondary,no,14,yes,no,unknown,8,may,176,2,-1,0,unknown,no
369,31,admin.,married,secondary,no,752,yes,no,unknown,14,may,178,1,-1,0,unknown,no
370,37,management,married,tertiary,no,655,no,no,unknown,28,may,244,3,-1,0,unknown,no
371,27,services,single,secondary,no,0,yes,no,unknown,7,may,388,7,-1,0,unknown,no
372,42,blue-collar,married,secondary,no,-21,no,no,unknown,2,jun,377,1,-1,0,unknown,no
373,45,blue-collar,married,secondary,no,66,yes,no,unknown,5,may,808,2,-1,0,unknown,no
374,41,blue-collar,married,primary,no,-571,yes,yes,unknown,26,may,207,4,-1,0,unknown,no
375,29,technician,married,secondary,no,84,yes,no,unknown,15,may,222,12,-1,0,unknown,no
376,55,admin.,married,secondary,no,420,yes,no,unknown,30,may,41,3,-1,0,unknown,no
377,28,management,single,tertiary,no,-380,yes,no,unknown,4,jun,285,4,-1,0,unknown,no
378,51,technician,married,secondary,no,220,yes,no,unknown,7,may,421,2,-1,0,unknown,no
379,37,blue-collar,married,secondary,no,421,no,yes,unknown,30,may,381,2,-1,0,unknown,no
380,31,blue-collar,married,secondary,no,714,yes,no,unknown,23,may,254,1,-1,0,unknown,no
381,39,blue-collar,married,secondary,no,661,yes,no,unknown,12,may,162,4,-1,0,unknown,no
382,46,blue-collar,married,secondary,no,-3,yes,no,unknown,9,may,92,2,-1,0,unknown,no
383,38,management,single,tertiary,no,889,no,no,unknown,19,may,197,4,-1,0,unknown,no
384,31,management,married,tertiary,no,827,no,no,unknown,20,may,38,1,-1,0,unknown,no
385,32,services,married,secondary,yes,-790,yes,no,unknown,3,jun,159,1,-1,0,unknown,no
386,34,management,married,secondary,no,1105,yes,yes,unknown,2,jun,136,4,-1,0,unknown,no
387,28,blue-collar,single,secondary,no,7,yes,yes,unknown,9,may,125,3,-1,0,unknown,no
388,53,management,married,tertiary,yes,0,no,yes,unknown,5,jun,189,1,-1,0,unknown,no
389,27,self-employed,single,secondary,no,78,yes,no,unknown,9,may,825,1,-1,0,unknown,no
390,57,blue-collar,married,primary,no,249,yes,no,unknown,5,may,164,1,-1,0,unknown,no
391,45,admin.,single,unknown,no,13,yes,no,unknown,5,may,98,1,-1,0,unknown,no
392,26,blue-collar,married,primary,no,-219,yes,yes,unknown,15,may,311,5,-1,0,unknown,no
393,34,management,married,tertiary,no,581,yes,no,unknown,29,may,182,1,-1,0,unknown,no
394,49,entrepreneur,married,primary,no,3112,yes,no,unknown,29,may,410,3,-1,0,unknown,no
395,33,services,divorced,secondary,no,-395,yes,no,unknown,27,may,161,2,-1,0,unknown,no
396,34,admin.,married,secondary,no,641,yes,yes,unknown,16,may,467,1,-1,0,unknown,no
397,37,services,divorced,secondary,no,398,yes,yes,unknown,5,may,214,2,-1,0,unknown,no
398,37,blue-collar,single,secondary,no,2032,yes,no,unknown,21,may,158,2,-1,0,unknown,no
399,25,blue-collar,single,secondary,no,-250,yes,no,unknown,13,may,456,1,-1,0,unknown,no
400,23,blue-collar,single,secondary,no,9,yes,no,unknown,21,may,544,1,-1,0,unknown,no
401,48,services,divorced,secondary,no,852,yes,yes,unknown,7,may,202,1,-1,0,unknown,no
402,41,blue-collar,single,secondary,no,1621,yes,no,unknown,28,may,119,1,-1,0,unknown,no
403,34,technician,single,tertiary,yes,33,yes,yes,unknown,9,may,244,1,-1,0,unknown,no
404,48,blue-collar,single,secondary,no,8982,yes,no,unknown,14,may,628,1,-1,0,unknown,no
405,34,blue-collar,married,primary,no,218,yes,yes,unknown,21,may,260,1,-1,0,unknown,no
406,41,blue-collar,married,secondary,no,-256,yes,no,unknown,3,jun,147,2,-1,0,unknown,no
407,31,admin.,single,secondary,no,121,yes,no,unknown,20,may,187,1,-1,0,unknown,no
408,33,management,divorced,secondary,no,5,yes,no,unknown,13,may,1346,1,-1,0,unknown,yes
409,35,blue-collar,single,secondary,no,773,yes,no,unknown,23,may,136,2,-1,0,unknown,no
410,36,blue-collar,married,secondary,no,1772,no,no,unknown,5,jun,208,1,-1,0,unknown,yes
411,45,technician,married,primary,no,718,yes,no,unknown,14,may,135,1,-1,0,unknown,no
412,33,technician,single,secondary,no,313,yes,no,unknown,21,may,291,2,-1,0,unknown,no
413,56,admin.,divorced,primary,no,179,yes,no,unknown,12,may,306,2,-1,0,unknown,no
414,33,management,single,secondary,no,-665,yes,yes,unknown,9,may,188,1,-1,0,unknown,no
415,32,management,single,tertiary,no,12686,yes,no,unknown,3,jun,54,1,-1,0,unknown,no
416,33,blue-collar,married,primary,no,120,yes,no,unknown,9,may,250,1,-1,0,unknown,no
417,50,blue-collar,married,secondary,no,95,yes,no,unknown,15,may,468,5,-1,0,unknown,no
418,42,technician,divorced,secondary,no,-106,yes,no,unknown,29,may,95,1,-1,0,unknown,no
419,23,blue-collar,single,secondary,no,-95,yes,no,unknown,14,may,167,3,-1,0,unknown,no
420,32,blue-collar,married,secondary,no,101,yes,no,unknown,19,may,191,4,-1,0,unknown,no
421,26,student,single,tertiary,no,0,yes,no,unknown,28,may,124,1,-1,0,unknown,no
422,34,technician,single,secondary,no,0,yes,yes,unknown,16,may,214,1,-1,0,unknown,no
423,40,admin.,married,secondary,no,3087,yes,yes,unknown,27,may,185,1,-1,0,unknown,no
424,27,services,single,secondary,no,482,yes,no,unknown,6,jun,220,2,-1,0,unknown,no
425,40,admin.,married,primary,no,1314,yes,no,unknown,29,may,284,1,-1,0,unknown,no
426,39,services,married,secondary,no,1438,yes,no,unknown,20,may,212,2,-1,0,unknown,no
427,37,blue-collar,married,secondary,no,374,yes,no,unknown,7,may,944,3,-1,0,unknown,no
428,42,blue-collar,married,primary,no,187,yes,no,unknown,3,jun,43,1,-1,0,unknown,no
429,40,housemaid,divorced,secondary,no,108,no,no,unknown,9,may,93,1,-1,0,unknown,no
430,31,blue-collar,single,primary,no,-502,yes,no,unknown,29,may,76,4,-1,0,unknown,no
431,41,entrepreneur,married,unknown,no,89,yes,no,unknown,6,may,333,2,-1,0,unknown,no
432,39,management,married,secondary,no,1034,yes,no,unknown,30,may,306,1,-1,0,unknown,no
433,52,admin.,married,secondary,no,876,no,no,unknown,27,may,227,3,-1,0,unknown,no
434,49,blue-collar,married,primary,no,387,yes,yes,unknown,3,jun,67,5,-1,0,unknown,no
435,27,self-employed,married,secondary,no,-220,yes,no,unknown,26,may,138,2,-1,0,unknown,no
436,54,blue-collar,divorced,primary,no,190,yes,no,unknown,15,may,196,2,-1,0,unknown,no
437,32,unemployed,single,tertiary,no,336,yes,no,unknown,8,may,139,1,-1,0,unknown,no
438,40,services,single,secondary,no,1038,no,no,unknown,5,jun,741,1,-1,0,unknown,no
439,45,services,married,secondary,no,-158,yes,no,unknown,2,jun,91,1,-1,0,unknown,no
440,32,blue-collar,married,primary,no,131,yes,no,unknown,21,may,212,2,-1,0,unknown,no
441,46,blue-collar,married,primary,no,0,yes,no,unknown,13,may,204,3,-1,0,unknown,no
442,55,blue-collar,married,primary,no,-317,yes,no,unknown,28,may,152,1,-1,0,unknown,no
443,46,blue-collar,divorced,primary,no,1927,yes,no,unknown,6,may,241,3,-1,0,unknown,no
444,37,entrepreneur,married,tertiary,no,4798,yes,no,unknown,20,may,156,2,-1,0,unknown,no
445,35,management,married,tertiary,no,5057,yes,no,unknown,4,jun,193,10,-1,0,unknown,no
446,38,technician,single,secondary,no,-591,yes,no,unknown,23,may,71,1,-1,0,unknown,no
447,43,admin.,divorced,secondary,no,738,yes,no,unknown,14,may,71,4,-1,0,unknown,no
448,44,services,single,secondary,no,1378,yes,no,unknown,8,may,257,2,-1,0,unknown,no
449,44,blue-collar,divorced,secondary,no,558,yes,no,unknown,7,may,485,1,-1,0,unknown,no
450,45,blue-collar,single,secondary,no,636,yes,no,unknown,16,may,287,4,-1,0,unknown,no
451,57,blue-collar,married,primary,no,2892,yes,no,unknown,4,jun,235,5,-1,0,unknown,no
452,39,technician,married,secondary,no,597,yes,no,unknown,21,may,298,2,-1,0,unknown,no
453,43,admin.,divorced,secondary,no,729,yes,no,unknown,30,may,668,2,-1,0,unknown,no
454,39,unknown,married,secondary,no,1701,no,no,unknown,6,jun,140,1,-1,0,unknown,no
455,44,blue-collar,divorced,secondary,no,579,yes,no,unknown,6,may,198,2,-1,0,unknown,no
456,29,self-employed,married,secondary,no,0,no,no,unknown,26,may,469,2,-1,0,unknown,no
457,52,blue-collar,married,primary,no,2439,yes,no,unknown,30,may,212,3,-1,0,unknown,no
458,38,blue-collar,married,primary,no,2569,no,no,unknown,9,jun,172,1,-1,0,unknown,no
459,39,blue-collar,divorced,unknown,no,170,yes,no,unknown,6,may,268,2,-1,0,unknown,no
460,33,technician,divorced,secondary,no,4369,yes,no,unknown,21,may,433,3,-1,0,unknown,no
461,43,services,married,secondary,no,0,yes,no,unknown,27,may,129,1,-1,0,unknown,no
462,45,technician,married,secondary,no,118,yes,no,unknown,7,may,208,2,-1,0,unknown,no
463,25,blue-collar,married,secondary,no,1025,yes,no,unknown,28,may,478,2,-1,0,unknown,no
464,30,blue-collar,single,secondary,yes,239,yes,no,unknown,21,may,412,1,-1,0,unknown,yes
465,41,technician,single,unknown,no,356,yes,no,unknown,13,may,93,2,-1,0,unknown,no
466,41,entrepreneur,married,tertiary,no,1065,yes,yes,unknown,29,may,553,1,-1,0,unknown,no
467,57,entrepreneur,married,tertiary,yes,-524,yes,no,unknown,16,may,199,4,-1,0,unknown,no
468,40,self-employed,married,primary,no,435,yes,yes,unknown,3,jun,131,5,-1,0,unknown,no
469,60,retired,married,primary,no,458,yes,no,unknown,16,may,103,1,-1,0,unknown,no
470,32,technician,married,secondary,yes,-71,yes,no,unknown,28,may,78,2,-1,0,unknown,no
471,39,entrepreneur,divorced,secondary,no,1202,yes,no,unknown,23,may,364,2,-1,0,unknown,no
472,31,management,single,tertiary,no,6248,yes,no,unknown,9,may,154,2,-1,0,unknown,no
473,29,technician,single,secondary,yes,-397,yes,no,unknown,28,may,114,1,-1,0,unknown,no
474,24,blue-collar,single,primary,no,111,yes,yes,unknown,27,may,42,4,-1,0,unknown,no
475,41,blue-collar,married,secondary,no,140,yes,no,unknown,6,may,311,3,-1,0,unknown,no
476,32,services,married,secondary,no,206,yes,yes,unknown,12,may,370,1,-1,0,unknown,no
477,36,blue-collar,married,primary,no,199,yes,no,unknown,12,may,165,4,-1,0,unknown,no
478,46,admin.,single,secondary,no,13,no,no,unknown,2,jun,71,4,-1,0,unknown,no
479,23,services,married,secondary,no,1309,yes,no,unknown,3,jun,349,2,-1,0,unknown,no
480,37,blue-collar,single,secondary,no,238,yes,no,unknown,7,may,200,2,-1,0,unknown,no
481,33,blue-collar,married,secondary,no,1134,yes,no,unknown,23,may,304,2,-1,0,unknown,no
482,50,blue-collar,married,secondary,no,-160,yes,no,unknown,28,may,600,2,-1,0,unknown,no
483,52,retired,married,secondary,no,1956,no,no,unknown,6,jun,384,2,-1,0,unknown,no
484,52,entrepreneur,married,unknown,no,0,yes,no,unknown,13,may,165,2,-1,0,unknown,no
485,55,technician,divorced,tertiary,no,264,yes,no,unknown,30,may,34,2,-1,0,unknown,no
486,37,blue-collar,divorced,secondary,no,-333,yes,no,unknown,27,may,345,1,-1,0,unknown,no
487,29,management,single,tertiary,no,368,yes,no,unknown,23,may,160,1,-1,0,unknown,no
488,28,services,single,secondary,no,2954,yes,no,unknown,28,may,149,2,-1,0,unknown,no
489,34,management,single,tertiary,no,2015,no,no,unknown,21,may,388,1,-1,0,unknown,no
490,27,admin.,married,secondary,no,953,yes,no,unknown,26,may,340,2,-1,0,unknown,no
491,29,services,married,secondary,no,-753,yes,yes,unknown,23,may,98,1,-1,0,unknown,no
492,44,blue-collar,married,primary,no,858,yes,no,unknown,21,may,362,5,-1,0,unknown,no
493,34,management,divorced,tertiary,no,500,yes,no,unknown,29,may,399,1,-1,0,unknown,no
494,56,admin.,divorced,secondary,no,778,yes,no,unknown,6,may,149,2,-1,0,unknown,no
495,46,blue-collar,married,secondary,no,2485,yes,no,unknown,13,may,174,4,-1,0,unknown,no
496,39,admin.,married,secondary,no,46,no,no,unknown,3,jun,187,2,-1,0,unknown,no
497,60,retired,married,secondary,no,4820,no,no,unknown,5,jun,419,1,-1,0,unknown,no
498,38,admin.,single,secondary,no,221,yes,no,unknown,6,may,211,2,-1,0,unknown,no
499,29,services,single,secondary,no,0,yes,no,unknown,20,may,227,9,-1,0,unknown,no
500,48,admin.,married,secondary,no,395,no,no,unknown,5,jun,168,1,-1,0,unknown,no
501,34,admin.,married,secondary,no,3185,yes,no,unknown,13,may,520,1,-1,0,unknown,no
502,30,technician,married,tertiary,no,541,yes,no,unknown,26,may,414,2,-1,0,unknown,yes
503,24,retired,single,secondary,no,366,no,yes,unknown,16,may,234,2,-1,0,unknown,no
504,51,blue-collar,married,unknown,no,226,yes,no,unknown,4,jun,17,13,-1,0,unknown,no
505,50,technician,married,secondary,no,1234,yes,no,unknown,5,may,205,2,-1,0,unknown,no
506,34,management,married,tertiary,no,-304,yes,no,unknown,28,may,279,2,-1,0,unknown,no
507,37,blue-collar,married,primary,no,53,yes,no,unknown,19,may,467,4,-1,0,unknown,no
508,46,blue-collar,married,secondary,no,6085,yes,yes,unknown,14,may,311,2,-1,0,unknown,no
509,58,retired,married,secondary,no,610,yes,no,unknown,6,jun,651,1,-1,0,unknown,no
510,45,technician,married,secondary,no,999,yes,no,unknown,16,may,656,2,-1,0,unknown,no
511,38,management,married,tertiary,no,119,yes,no,unknown,13,may,568,4,-1,0,unknown,yes
512,37,blue-collar,married,primary,no,204,yes,no,unknown,21,may,161,4,-1,0,unknown,no
513,32,admin.,married,secondary,no,-1272,yes,no,unknown,6,jun,606,5,-1,0,unknown,no
514,40,unemployed,single,secondary,no,11,yes,no,unknown,6,may,43,1,-1,0,unknown,no
515,27,blue-collar,married,secondary,no,564,yes,no,unknown,9,may,257,3,-1,0,unknown,no
516,58,admin.,married,primary,no,549,no,no,unknown,5,jun,82,2,-1,0,unknown,no
517,28,technician,single,tertiary,no,-31,yes,no,unknown,19,may,257,1,-1,0,unknown,no
518,34,management,married,tertiary,no,76,no,no,unknown,8,may,335,9,-1,0,unknown,no
519,33,blue-collar,married,secondary,no,467,yes,no,unknown,21,may,494,2,-1,0,unknown,no
520,54,management,married,tertiary,no,1353,yes,no,unknown,27,may,119,2,-1,0,unknown,no
